time,ts,count,type
2012-11-02 19:25:00,1351884300,1,coned
2012-11-02 19:30:00,1351884600,1,coned
2012-11-02 19:35:00,1351884900,3,coned
2012-11-02 19:40:00,1351885200,2,coned
2012-11-02 19:45:00,1351885500,3,coned
2012-11-02 19:50:00,1351885800,3,coned
2012-11-02 19:55:00,1351886100,0,coned
2012-11-02 20:00:00,1351886400,3,coned
2012-11-02 20:05:00,1351886700,3,coned
2012-11-02 20:10:00,1351887000,0,coned
2012-11-02 20:15:00,1351887300,1,coned
2012-11-02 20:20:00,1351887600,1,coned
2012-11-02 20:25:00,1351887900,1,coned
2012-11-02 20:30:00,1351888200,1,coned
2012-11-02 20:35:00,1351888500,0,coned
2012-11-02 20:40:00,1351888800,0,coned
2012-11-02 20:45:00,1351889100,0,coned
2012-11-02 20:50:00,1351889400,1,coned
2012-11-02 20:55:00,1351889700,0,coned
2012-11-02 21:00:00,1351890000,0,coned
2012-11-02 21:05:00,1351890300,0,coned
2012-11-02 21:10:00,1351890600,3,coned
2012-11-02 21:15:00,1351890900,0,coned
2012-11-02 21:20:00,1351891200,0,coned
2012-11-02 21:25:00,1351891500,1,coned
2012-11-02 21:30:00,1351891800,0,coned
2012-11-02 21:35:00,1351892100,1,coned
2012-11-02 21:40:00,1351892400,1,coned
2012-11-02 21:45:00,1351892700,4,coned
2012-11-02 21:50:00,1351893000,6,coned
2012-11-02 21:55:00,1351893300,113,coned
2012-11-02 22:00:00,1351893600,75,coned
2012-11-02 22:05:00,1351893900,105,coned
2012-11-02 22:10:00,1351894200,123,coned
2012-11-02 22:15:00,1351894500,72,coned
2012-11-02 22:20:00,1351894800,39,coned
2012-11-02 22:25:00,1351895100,44,coned
2012-11-02 22:30:00,1351895400,30,coned
2012-11-02 22:35:00,1351895700,15,coned
2012-11-02 22:40:00,1351896000,23,coned
2012-11-02 22:45:00,1351896300,29,coned
2012-11-02 22:50:00,1351896600,20,coned
2012-11-02 22:55:00,1351896900,17,coned
2012-11-02 23:00:00,1351897200,10,coned
2012-11-02 23:05:00,1351897500,12,coned
2012-11-02 23:10:00,1351897800,12,coned
2012-11-02 23:15:00,1351898100,12,coned
2012-11-02 23:20:00,1351898400,2,coned
2012-11-02 23:25:00,1351898700,7,coned
2012-11-02 23:30:00,1351899000,4,coned
2012-11-02 23:35:00,1351899300,6,coned
2012-11-02 23:40:00,1351899600,5,coned
2012-11-02 23:45:00,1351899900,4,coned
2012-11-02 23:50:00,1351900200,2,coned
2012-11-02 23:55:00,1351900500,2,coned
2012-11-03 00:00:00,1351900800,3,coned
2012-11-03 00:05:00,1351901100,3,coned
2012-11-03 00:10:00,1351901400,2,coned
2012-11-03 00:15:00,1351901700,4,coned
2012-11-03 00:20:00,1351902000,3,coned
2012-11-03 00:25:00,1351902300,0,coned
2012-11-03 00:30:00,1351902600,4,coned
2012-11-03 00:35:00,1351902900,0,coned
2012-11-03 00:40:00,1351903200,2,coned
2012-11-03 00:45:00,1351903500,3,coned
2012-11-03 00:50:00,1351903800,2,coned
2012-11-03 00:55:00,1351904100,3,coned
2012-11-03 01:00:00,1351904400,2,coned
2012-11-03 01:05:00,1351904700,3,coned
2012-11-03 01:10:00,1351905000,0,coned
2012-11-03 01:15:00,1351905300,2,coned
2012-11-03 01:20:00,1351905600,1,coned
2012-11-03 01:25:00,1351905900,4,coned
2012-11-03 01:30:00,1351906200,5,coned
2012-11-03 01:35:00,1351906500,3,coned
2012-11-03 01:40:00,1351906800,4,coned
2012-11-03 01:45:00,1351907100,6,coned
2012-11-03 01:50:00,1351907400,10,coned
2012-11-03 01:55:00,1351907700,2,coned
2012-11-03 02:00:00,1351908000,4,coned
2012-11-03 02:05:00,1351908300,1,coned
2012-11-03 02:10:00,1351908600,1,coned
2012-11-03 02:15:00,1351908900,2,coned
2012-11-03 02:20:00,1351909200,3,coned
2012-11-03 02:25:00,1351909500,3,coned
2012-11-03 02:30:00,1351909800,2,coned
2012-11-03 02:35:00,1351910100,2,coned
2012-11-03 02:40:00,1351910400,1,coned
2012-11-03 02:45:00,1351910700,2,coned
2012-11-03 02:50:00,1351911000,2,coned
2012-11-03 02:55:00,1351911300,1,coned
2012-11-03 03:00:00,1351911600,1,coned
2012-11-03 03:05:00,1351911900,1,coned
2012-11-03 03:10:00,1351912200,0,coned
2012-11-03 03:15:00,1351912500,1,coned
2012-11-03 03:20:00,1351912800,1,coned
2012-11-03 03:25:00,1351913100,0,coned
2012-11-03 03:30:00,1351913400,0,coned
2012-11-03 03:35:00,1351913700,1,coned
2012-11-03 03:40:00,1351914000,1,coned
2012-11-03 03:45:00,1351914300,0,coned
2012-11-03 03:50:00,1351914600,1,coned
2012-11-03 03:55:00,1351914900,0,coned
2012-11-03 04:00:00,1351915200,1,coned
2012-11-03 04:05:00,1351915500,0,coned
2012-11-03 04:10:00,1351915800,0,coned
2012-11-03 04:15:00,1351916100,1,coned
2012-11-03 04:20:00,1351916400,0,coned
2012-11-03 04:25:00,1351916700,0,coned
2012-11-03 04:30:00,1351917000,0,coned
2012-11-03 04:35:00,1351917300,1,coned
2012-11-03 04:40:00,1351917600,0,coned
2012-11-03 04:45:00,1351917900,1,coned
2012-11-03 04:50:00,1351918200,0,coned
2012-11-03 04:55:00,1351918500,0,coned
2012-11-03 05:00:00,1351918800,0,coned
2012-11-03 05:05:00,1351919100,0,coned
2012-11-03 05:10:00,1351919400,0,coned
2012-11-03 05:15:00,1351919700,0,coned
2012-11-03 05:20:00,1351920000,0,coned
2012-11-03 05:25:00,1351920300,0,coned
2012-11-03 05:30:00,1351920600,0,coned
2012-11-03 05:35:00,1351920900,0,coned
2012-11-03 05:40:00,1351921200,0,coned
2012-11-03 05:45:00,1351921500,0,coned
2012-11-03 05:50:00,1351921800,2,coned
2012-11-03 05:55:00,1351922100,0,coned
2012-11-03 06:00:00,1351922400,1,coned
2012-11-03 06:05:00,1351922700,1,coned
2012-11-03 06:10:00,1351923000,0,coned
2012-11-03 06:15:00,1351923300,0,coned
2012-11-03 06:20:00,1351923600,0,coned
2012-11-03 06:25:00,1351923900,0,coned
2012-11-03 06:30:00,1351924200,0,coned
2012-11-03 06:35:00,1351924500,0,coned
2012-11-03 06:40:00,1351924800,0,coned
2012-11-03 06:45:00,1351925100,0,coned
2012-11-03 06:50:00,1351925400,0,coned
2012-11-03 06:55:00,1351925700,0,coned
2012-11-03 07:00:00,1351926000,1,coned
2012-11-03 07:05:00,1351926300,0,coned
2012-11-03 07:10:00,1351926600,0,coned
2012-11-03 07:15:00,1351926900,1,coned
2012-11-03 07:20:00,1351927200,0,coned
2012-11-03 07:25:00,1351927500,0,coned
2012-11-03 07:30:00,1351927800,0,coned
2012-11-03 07:35:00,1351928100,0,coned
2012-11-03 07:40:00,1351928400,0,coned
2012-11-03 07:45:00,1351928700,0,coned
2012-11-03 07:50:00,1351929000,0,coned
2012-11-03 07:55:00,1351929300,1,coned
2012-11-03 08:00:00,1351929600,0,coned
2012-11-03 08:05:00,1351929900,0,coned
2012-11-03 08:10:00,1351930200,0,coned
2012-11-03 08:15:00,1351930500,0,coned
2012-11-03 08:20:00,1351930800,0,coned
2012-11-03 08:25:00,1351931100,0,coned
2012-11-03 08:30:00,1351931400,0,coned
